Data_Hora,IdTweet,Candidato,Tweet_limpo,Sentimento_Final
2022-08-01 01:55:01+00:00,1553922216286474241,Bolsonaro,   já ganhou meu voto é da minha família,Neutro
2022-08-01 01:54:58+00:00,1553922202076078081,Bolsonaro,"  ô coitado, vc vai morar em qual país p esse traste ser o seu presodente?  ah e a bandeira dele é vermelha, vc se enganou miseravelmente 🤦‍♂️🤪🤣🤣🤣",Neutro
2022-08-01 01:54:56+00:00,1553922194140545025,Bolsonaro,   tanto não gosta que deu as costas pra elas. agora se fosse cadetes do exército.... vixie,Neutro
2022-08-01 01:54:56+00:00,1553922193666473986,Bolsonaro," presidente, fica mais fácil para os incautos se o sr. nominar o valor reduzido do ipi e não da alíquota, que faz supor um aumento. boa noite.",Neutro
2022-08-01 01:54:54+00:00,1553922186720825345,Bolsonaro, obra do governo lula kkkkk,Neutro
2022-08-01 01:54:52+00:00,1553922178919415808,Bolsonaro," ou seja: a senhora é a favor da corrupção do  , com a implantação da fome, do desemprego, da disídia, do completo descaso, um verdadeiro paradoxo!",Positivo
2022-08-01 01:54:49+00:00,1553922164021231616,Bolsonaro,   deus abençoe o governador tarcísio e o povo de são paulo.,Neutro
2022-08-01 01:54:48+00:00,1553922162842636288,Bolsonaro, ,Neutro
2022-08-01 01:54:30+00:00,1553922085776416772,Bolsonaro,    surreal demais gustavo lima ter tudo aquilo de bens com dinheiro público. há muito superfaturamento nesses shows.,Neutro
2022-08-01 01:54:16+00:00,1553922026590674944,Bolsonaro,   👏👏👏🇧🇷🇧🇷🇧🇷,Neutro
2022-08-01 01:54:15+00:00,1553922023902044160,Bolsonaro,  boa e serena noite…,Neutro
2022-08-01 01:54:12+00:00,1553922011348582400,Bolsonaro,  a zona franca de manaus da outras vantagens além do ipi,Neutro
2022-08-01 01:53:53+00:00,1553921931774234626,Bolsonaro,  ,Neutro
2022-08-01 01:53:52+00:00,1553921925906317312,Bolsonaro,   já ganhou!!!!,Neutro
2022-08-01 01:53:51+00:00,1553921923448557569,Bolsonaro, eu tbem sou a favor.  kk,Positivo
2022-08-01 01:53:40+00:00,1553921876195418114,Bolsonaro, parabéns melhor presidente do brasil.,Neutro
2022-08-01 01:53:30+00:00,1553921833832964096,Bolsonaro, parabéns presidente!tenho orgulho de saber que votei certo...vou votar novamente bolsonaro 2022.,Neutro
2022-08-01 01:53:22+00:00,1553921799179608067,Bolsonaro,   parte 6artistas e beldadesda globo defendem a rouanet que leva muito $ a globo.puxadinhos cmo estadão foia oia vexame isto elvis e amigos da globo cnn e jornais extrangeiros globo tem que pagar divida até final de 2022 ao g.f do j.m.b,Neutro
2022-08-01 01:53:14+00:00,1553921767005212672,Bolsonaro,"  ainda …. sério .,, vai trabalha miliciano , vai vende chocolate",Neutro
2022-08-01 01:53:11+00:00,1553921753994379265,Bolsonaro,   ungido de deus? hahahahaba. ele é o proprio capeta na terra,Neutro
2022-08-01 01:53:07+00:00,1553921737519243268,Bolsonaro," teve 4 anos pra fazer alguma coisa, vem de ideia furada pra ganhar voto.. lixo!",Neutro
2022-08-01 01:53:05+00:00,1553921730715983873,Bolsonaro,  ,Neutro
2022-08-01 01:53:00+00:00,1553921706804256770,Bolsonaro," ôoo rodrigo dória, seguinte:- paulista e mau-caráter?- ou não-paulista e bom caráter?fico com o bom caráter !!!tarcísio para governador !!!astro pontes para senador !!!e jair bolsonaro para presidente !!!e vc?? tchau !!!",Neutro
2022-08-01 01:52:59+00:00,1553921705600499713,Bolsonaro,"  cozinha mai fofaaaa, tiaaa!",Neutro
2022-08-01 01:52:58+00:00,1553921701800452098,Bolsonaro,   bolsonaro2022,Neutro
2022-08-01 01:52:58+00:00,1553921698633850881,Bolsonaro,  mito,Neutro
2022-08-01 01:52:51+00:00,1553921671517585408,Bolsonaro,"    você acha mesmo que o ex - presidiário lul4 vai ganhar? eu só queria ver a tua carinha de bunda quando o bolsonaro ser reeleito.😂😂😂quando o bolsonaro ser reeleito, você manda uma foto da tua carinha pra eu ver? por favor? 🥺🥺🥺🥺🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",Positivo
2022-08-01 01:52:50+00:00,1553921666698313730,Bolsonaro,"  infeliz...qdo estava 8 reais, o próprio genocida demente afirmou q não tinha como interferir nos preços dos combustíveis. vc, q já afirmou a havan era da filha sa dilma, acha q o povo vai cair nesta lorota?se liga, maluca!!!!!",Neutro
2022-08-01 01:52:50+00:00,1553921665603715072,Bolsonaro, se você devolver o que roubou o presidente jair bolsonaro consertará o país nos próximos 4 anos.,Neutro
2022-08-01 01:52:48+00:00,1553921656699211779,Bolsonaro,     ,Neutro
2022-08-01 01:52:47+00:00,1553921653528199168,Bolsonaro,     ,Neutro
2022-08-01 01:52:46+00:00,1553921652026757120,Bolsonaro,   você já viu como está o preço da gasolina no mundo? subiu em praticamente todos os países.,Negativo
2022-08-01 01:52:46+00:00,1553921651712167937,Bolsonaro,  700 mil mortos e tudo caro....a culpa é do bolsonaro.  o importante é  que vc e os irmãos garantiram a mansão,Neutro
2022-08-01 01:52:41+00:00,1553921629968818178,Bolsonaro,"   seu presidente é um vagabundo que nao gosta de trabalhar e inventa desculpa td hr. a culpa é sempre de algm, menos do lider da naçao. é um bundao covarde e preguiçoso. culpa stf, midia, governadores, a petrobras, a guerra, etc por ser incompetente. mas anda junto com centrao! 😂",Neutro
2022-08-01 01:52:31+00:00,1553921587660951563,Bolsonaro,"   kkkkk... apagou a outra enquete? que feio, hein?",Neutro
2022-08-01 01:52:28+00:00,1553921574616571904,Bolsonaro,  grande primeira dama,Neutro
2022-08-01 01:52:28+00:00,1553921573299621888,Bolsonaro,    você é livre pra puxar o saco do seu político preferido.,Neutro
2022-08-01 01:52:23+00:00,1553921554580381698,Bolsonaro,  deixando de seguir e torcer.,Neutro
2022-08-01 01:52:20+00:00,1553921541074714630,Bolsonaro, electoral cable = electoral corporal = electoral handle = electoral cape,Neutro
2022-08-01 01:52:16+00:00,1553921523605536768,Bolsonaro, força presidente! vamos continuar orando.,Neutro
2022-08-01 01:52:08+00:00,1553921489824628737,Bolsonaro,"   não fez nada, inclusive o auxílio que com certeza você pegou!bolsonaro 2022🇧🇷🇧🇷🇧🇷",Neutro
2022-08-01 01:52:02+00:00,1553921466076463105,Bolsonaro,  agora a 3 meses das eleições que vcs descobriram isso???,Neutro
2022-08-01 01:51:55+00:00,1553921435441283072,Bolsonaro,  verdade,Neutro
2022-08-01 01:51:52+00:00,1553921422367641600,Bolsonaro,"       quem é esse alguém? o loola que, segundo o data fake, está com 89% de intenções de votos não vai ao debate. o presidente da república vai para o meio do povo.aliás, doença é idolatrar criminoso.",Negativo
2022-08-01 02:54:08+00:00,1553937093054939137,Ciro,   ciro gomes é um maluco,Neutro
2022-08-01 02:54:02+00:00,1553937066664534016,Ciro,      a grande maioria sabe sim... são sem nenhum escrúpulo com seu líder.,Neutro
2022-08-01 02:53:58+00:00,1553937050738593792,Ciro,   vou ter um treco,Neutro
2022-08-01 02:53:43+00:00,1553936986678988801,Ciro,  o povo também está cansados da sua candidatura sem fim...,Neutro
2022-08-01 02:53:29+00:00,1553936929313509376,Ciro,"    quem rebaixou foi vc...querendo tebet como vice mas não aceitando a ideia de ciro ser vice dela.se isso não é rebaixar não sei o seria.e não ataquei e não ataco ciro, tenho respeito pela sua candidatura.só espero que respeite a nossa.",Neutro
2022-08-01 02:53:16+00:00,1553936877274660864,Ciro,   kkkkk sentiu hein,Neutro
2022-08-01 02:53:07+00:00,1553936835759538177,Ciro,"  ciro é muito bom nos discursos, mas é e sempre foi esquerdista, sempre foi lulista, tanto q queria sequestrar o ladrão para ele não ser preso,e além do mais não tem respeito pelos humildes! ",Neutro
2022-08-01 02:52:38+00:00,1553936716385468416,Ciro, ,Neutro
2022-08-01 02:52:30+00:00,1553936680415010817,Ciro, kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk kkkkkkkk,Neutro
2022-08-01 02:52:02+00:00,1553936563838533632,Ciro,"  o pdt em pernambuco tem representatividade demais com você, pra cima!  ",Neutro
2022-08-01 02:51:51+00:00,1553936520880562176,Ciro,     a vida da militância da toalha não tá fácil... 🤫 ,Neutro
2022-08-01 02:51:30+00:00,1553936431852261376,Ciro,  q lixo,Neutro
2022-08-01 02:51:04+00:00,1553936321311293440,Ciro,  e olha que tá só começando turma boa. segura essa aí que tá levinha. ,Neutro
2022-08-01 02:50:54+00:00,1553936280786026497,Ciro,    será ? o próprio partido dela quem quer ... mais tem outras propostas. vamos ver se chegam em algum acordo ou não . caso ela vá ser vice do ciro contamos com seu voto 🌹,Neutro
2022-08-01 02:50:52+00:00,1553936271470460928,Ciro,"    meu deus, é pra levar isso que vc disse a sério? tempos sombrios...",Neutro
2022-08-01 02:50:37+00:00,1553936206668365827,Ciro,    bolsominion que era assim em 2018. quando a gente fala que tá igualzinho vocês falam em falsa simetria.,Neutro
2022-08-01 02:50:25+00:00,1553936159620882432,Ciro,  enfim... kkkkk,Neutro
2022-08-01 02:50:23+00:00,1553936151500791808,Ciro,"   hahahahh boa  !  vamos ver esses mortadelas se contorcer em volta das mentiras do kinder-lula. que tal o próximo desenho ter esse tema, kindle ovo",Positivo
2022-08-01 02:50:16+00:00,1553936119741517825,Ciro,   hahahahaha descobrimos pra onde ele fugia.,Neutro
2022-08-01 02:50:03+00:00,1553936064145915904,Ciro,     esse povo não conhece um vírgula do que defendem.,Neutro
2022-08-01 02:49:37+00:00,1553935958189416451,Ciro,  só se for na bozolândia 🙄,Neutro
2022-08-01 02:49:37+00:00,1553935955526144000,Ciro,"    katia veneno, ministra do pt e apoiada pelo pt ao governo de tocantins kkkkkkkkkkkkkk",Neutro
2022-08-01 02:49:36+00:00,1553935950966919171,Ciro,   ahahahahaho milinfante da turma bolha tá pegando tanto ar aqui nesse tweet que daqui a pouco minguem respira mais.. 🤣🤣,Neutro
2022-08-01 02:49:24+00:00,1553935903751655432,Ciro,     se é pra ajudar que ajude direito kkkkkk,Neutro
2022-08-01 02:49:19+00:00,1553935879353278465,Ciro,     só tem jegue na direita robô do carluxo.,Neutro
2022-08-01 02:48:57+00:00,1553935787372298241,Ciro,   vc tem provas? do contrário...,Neutro
2022-08-01 02:48:54+00:00,1553935777997983744,Ciro,  para de passar vergonha,Neutro
2022-08-01 02:48:54+00:00,1553935776366436352,Ciro,"   venham com  construir um brasil livre da polarização,  !!!",Neutro
2022-08-01 02:48:46+00:00,1553935741209681920,Ciro,   isso! melhor apagar 😁,Neutro
2022-08-01 02:48:31+00:00,1553935680857931779,Ciro,     jegue só na tem direita. robô do carluxo.,Neutro
2022-08-01 02:48:04+00:00,1553935565950787584,Ciro,  certo. vou pesquisar! obrigada!,Neutro
2022-08-01 02:48:00+00:00,1553935550457028610,Ciro,     sai fora robô do carluxo.,Neutro
2022-08-01 02:47:54+00:00,1553935526520098816,Ciro,"    poderia listar uma série de motivos, mas isso ñ mudará sua opinião. quer a janela, lute por ela, da minha parte ñ ajudo mais e vou avisar um grupo de eleitor do ciro q vivem defendendo ela sobre o assunto. xero, até.",Neutro
2022-08-01 02:47:40+00:00,1553935464155037696,Ciro,"   a pergunta é pública, portanto posso opinar. da próxima vez fale com ele no privado, querido.",Negativo
2022-08-01 02:47:39+00:00,1553935459897729024,Ciro, vou votar no ciro gomes!,Negativo
2022-08-01 02:47:33+00:00,1553935435914698752,Ciro,  o final vai ser outro vc vai cair no colo do lula segundo turno,Negativo
2022-08-01 02:47:14+00:00,1553935356759875584,Ciro,"  o ciro é o verdadeiro ""mestre dos magos,"" na hora do aperto ele some. 🤣🤣🤣",Neutro
2022-08-01 02:47:03+00:00,1553935311205548032,Ciro,    vem com  ,Neutro
2022-08-01 02:46:59+00:00,1553935294336204800,Ciro,do nada o ciro gomes na carta ,Neutro
2022-08-01 02:46:58+00:00,1553935289168678912,Ciro,  impossível... ,Neutro
2022-08-01 02:46:55+00:00,1553935276178800643,Ciro,  ia falar marina mas vou junto com o camarada ,Neutro
2022-08-01 02:46:45+00:00,1553935236290985988,Ciro,"  não tem a ver com projeto de lei específico e sim com um compromisso assinado pelo brasil na cop 26, em glasgow, de eliminar o desmatamento em todos os biomas até 2030.",Neutro
2022-08-01 02:46:37+00:00,1553935201478246400,Ciro," fala sério, só não peço para   nessa eleição, jogar toalha,  pq nem toalha ele tem, ninguém quer. ",Neutro
2022-08-01 02:46:29+00:00,1553935167894716416,Ciro,"  seu marketing tá fraco. o mestre dos magos é aquele cara que trás problema pra todo mundo, fala enrolado pra ninguém entender e some deixando o problema nas costas dos outros. vai ser assim mesmo?",Neutro
2022-08-01 02:46:25+00:00,1553935149460504579,Ciro,"  belas palavras, boa teoria, mas esqueçam 2022. trabalhem nisso tudo para 2026 e, algum de vcs coloque juízo na cabeça do ciro. que ele aproveite esses dois meses que faltam, para resgatar a dignidade perdida nessa campanha patética. esse ano é tirar o bozo!",Neutro
2022-08-01 02:46:24+00:00,1553935147560538112,Ciro,lembrando aqui da noite do meu aniversário em que o ciro gomes me mandou um áudio me parabenizando. inesquecível e inacreditável!bons tempos 😃,Neutro
2022-08-01 02:45:54+00:00,1553935020787728389,Ciro,"    ciro ñ rebaixa ninguém. eu nunca rebaixei ela, nem a pontuação dela, já a defendi mais de uma vez de ataques lulistas e bolsonaristas, era minha segunda opção de voto. continuarei ñ atacando, mas agora vou só observar, vcs são autossuficientes, dão conta do recado.",Neutro
2022-08-01 02:45:53+00:00,1553935018967310338,Ciro,  será uma vice.,Neutro
2022-08-01 02:45:51+00:00,1553935007697321984,Ciro,   e ele mentiu?,Neutro
2022-08-01 02:45:20+00:00,1553934880505008128,Ciro,  coitado de ciro gomes. que fim terrível!!!,Neutro
2022-08-01 02:45:12+00:00,1553934844383592448,Ciro,"  ciro, o desenho é ruim, o texto é ainda pior. não vai por esse caminho, não, bicho. kkkkkk",Neutro
2022-08-01 02:44:57+00:00,1553934780433137664,Ciro,    rebaixar? quem quer simone como vice do ciro e não aceita o contrario? acho que q presunção tem apenas um lado.,Neutro
2022-08-01 02:44:54+00:00,1553934768999481344,Ciro,"  depois de mais 30 anos, descubro que quando o mestre dos magos sumia, ele tava em paris,,,,, safadinho, enganou a gente direitinho.",Neutro
2022-08-01 02:44:41+00:00,1553934714309939202,Ciro,  mas não tem um amigo pra dizer: apaga,Neutro
2022-08-01 02:44:32+00:00,1553934677160955910,Ciro,  já tá dando a letra que vai pra paris de novo?hahahaahahahah,Neutro
2022-08-01 02:44:01+00:00,1553934546101493762,Ciro,"  oi ciro, o personagem combinou com vc. mestre dos magoa é aquele senhor que aparece, fala umas besteiras e no momento da criticidade ele volta a desaparecer. mas ñ sei se ele vai para paris. muito bom, combina com vc mesmo assim.",Negativo
2022-08-01 02:43:36+00:00,1553934444280651776,Ciro,"percebi que os demais candidatos sabem da inteligência acima do normal de ciro gomes! espero que o povo (em sua grande maioria), possa despertar seu senso crítico e fazer de fato uma reflexão, para que possamos encontrar o caminho de uma nação próspera através de seu pnd.",Neutro
2022-08-01 02:43:36+00:00,1553934443655602176,Ciro,"  ele amava lula, (veja o vídeo), só não consegue superar a separação. agora, parte  para críticas, comentários pejorativos, indiretas e até chacotas.sigmund freud, dizia: ""quando pedro me fala sobre paulo, sei mais de pedro do que de paulo"". ",Neutro
2022-08-01 02:43:29+00:00,1553934414295584772,Ciro," &lt;•&gt; ora, ora, ora  vejam só,  o vice-presidente  sendo garota propanga do corrupto e chefe de milícias   ; não vai adiantar,  o bozo está sem saída e sem futuro no brasil.      ",Neutro
2022-08-01 02:43:13+00:00,1553934348084183043,Ciro,  ⬆️repris⬇️😁🤣pessoal🤣🤣 ,Neutro
2022-08-01 02:42:20+00:00,1553934121897975809,Ciro,   e o projeto era totalmente viavel e continua sendo e executado até pelo atual gov mas em menor escala.,Neutro
2022-08-01 02:41:54+00:00,1553934016889364482,Ciro,  só pode comparecer filiado ou qualquer simpatizante?,Neutro
2022-08-01 02:41:36+00:00,1553933940309770241,Ciro,"    então ""tá"" 8% (oito por cento) cirismo é uma seita, aceita que dói menos.",Neutro
2022-08-01 02:41:32+00:00,1553933923025051648,Ciro,  ficou muito bom!😂😂😂,Neutro
2022-08-01 02:41:27+00:00,1553933902552743939,Ciro,"    essa história de apoio é muito relativo, pois em 2018 o centrão todo estava com alckmin e biroliro tinha somente o levy fidelix. claro que compor chapa é importante para somar forças, mas povo junto é o principal.",Neutro
2022-08-01 02:41:00+00:00,1553933788463390720,Ciro,"  eu achei a escolha do seu personagem adequada. o mestre dos magos sempre desaparecia em momentos cruciais. agora sabemos, ele ia pra paris.",Neutro
2022-08-01 02:40:27+00:00,1553933651976589313,Ciro,    quem provoca...leva. meu estilo é bem parecido com o do ciro.😉😉😉😉,Neutro
2022-08-01 02:40:08+00:00,1553933572142145536,Ciro,  nunca vi coisa igual,Neutro
2022-08-01 02:40:05+00:00,1553933558800080896,Ciro,"tô com ciro gomes até o fim, aqui não tem desertor",Neutro
2022-08-01 02:40:04+00:00,1553933553980801027,Ciro,"desconfio muito das pessoas bem informadas que não votam no ciro gomes. a diferença dele pros outros candidatos é abissal. falo que até de todo o ocidente e américa latina, ciro é o homem mais preparado ao lado de obrador. indico muito essa entrevista 👇",Negativo
2022-08-01 02:39:56+00:00,1553933520518758401,Ciro,  pelo amor de deus. para de passar vergonha na internet. tô começando a ficar com pena.,Positivo
2022-08-01 02:39:22+00:00,1553933377065172992,Ciro,"    começo a pensar q vc está certa, se a militância dela gosta de rebaixar os outros, ñ seria uma boa chapa mesmo.",Neutro
2022-08-01 02:39:10+00:00,1553933325374562306,Ciro, só falou verdades por causa dessas e outras que eu sempre votarei no  💪🏾1️⃣2️⃣🌹,Negativo
2022-08-01 02:38:50+00:00,1553933244399341568,Ciro,"    a piada é de mau gosto, mas é boa. eu rolei de rir.",Neutro
2022-08-01 02:38:40+00:00,1553933202531696640,Ciro, eu vou me matar na sua frente ciro gomes,Neutro
2022-08-01 02:38:26+00:00,1553933143941517317,Ciro,"eu ia votar no presidente bolsonaro mas está tudo tão errado que decidi votar no ciro gomes pois só ele tem projeto e pode pacificar o país, dessa polarizacão horrível. um patriota de verdade.",Negativo
2022-08-01 02:38:26+00:00,1553933142750289921,Ciro,  assisti caverna do dragão a infância inteira e agora acabo de descobrir que o mestre dos magos sumia pq ia pra paris!,Neutro
2022-08-01 02:37:54+00:00,1553933008285171712,Ciro,"  queria a heloísa helena pra vice do ciro, mas acho difícil acontecer.",Neutro
2022-08-01 02:37:53+00:00,1553933004871024643,Ciro," resumindo: ciro gomes e pdt são incompetentes, ficaram sem opção é tiveram que abraçar o pp do ciro nogueira. fim",Neutro
2022-08-01 02:37:39+00:00,1553932946083659776,Ciro,"  pqp.. tem um petista no marketing... ciro você ainda tem respeito de muita gente, não desmereça nem se vislumbre com apoio de ex-gado",Negativo
2022-08-01 02:37:22+00:00,1553932874952351745,Ciro,"    hum, perdeu ponto, agiu com petista e bolsonarista. bom instigar assim conhecemos melhor. 😉",Neutro
2022-08-01 02:37:06+00:00,1553932808300765185,Ciro,  ,Neutro
2022-08-01 02:37:01+00:00,1553932785290809344,Ciro,"todos aqui sabem que nos últimos meses eu tenho me engajado na campanha de ciro e disseminado o pnd. no entanto, devido à possibilidade de golpe e a vantagem de lula nas pesquisas, reafirmo meu voto em ciro gomes, pois uma coisa não tem nada a ver com a outra.",Negativo
2022-08-01 02:36:55+00:00,1553932760540221446,Ciro,   ,Neutro
2022-08-01 02:36:40+00:00,1553932698883948544,Ciro,    e quem disse q ela quer uma chapa com ciro? isso foi uma ideia de vcs! 😉😉😉😉,Neutro
2022-08-01 02:36:10+00:00,1553932572375367683,Ciro,"  para, bicho, que coisa horrorosa kkkkkkkkk",Neutro
2022-08-01 02:35:51+00:00,1553932492150870018,Ciro," apresenta o ciro gomes pra ela, seu extenso currículo na política, suas muitas experiências bem sucedidas e principalmente seu projeto nacional de desenvolvimento. tenho certeza q ela muda de idéia rapidinho!!",Neutro
2022-08-01 02:35:32+00:00,1553932410861002752,Ciro,"  tão burro que não percebeu que foi identificado com o mestre dos magos: não fala nada de útil, não resolve problema nenhum, e some quando todo mundo mais precisa.",Positivo
2022-08-01 02:35:08+00:00,1553932311233794053,Ciro,  o que mais me ofende disso é que a ideia era apelar pra minha faixa etária,Neutro
2022-08-01 02:35:03+00:00,1553932291801505792,Ciro,   mestre dos magos é aquele que some nos momentos mais críticos.,Neutro
2022-08-01 02:34:54+00:00,1553932253545250822,Ciro,"    8% (oito por cento) ok, 2/10 vou tomar um bom choppo tempo vai dizer quem tem razão, acompanho essa bagunça do ciro desde 2014, ele somente foi ladeira abaixo. ",Positivo
2022-08-01 02:34:41+00:00,1553932200252477441,Ciro,    eu sou realista...estamos em 4 lugar e vamos em busca do segundo.vcs podem ficar aí...com o eterno 3 lugar.😎😎😎😘😘😘😘,Neutro
2022-08-01 02:34:19+00:00,1553932107755528192,Ciro,"  mestre dos magos, sério? anunciando o sumiço em 22 como fez em 18? sinais... fortes sinais...",Neutro
2022-08-01 02:33:43+00:00,1553931956152410113,Ciro,     🤣🤣🤣,Neutro
2022-08-01 02:33:42+00:00,1553931952583057408,Ciro,  esse joão santana é bom mesmo kkkkk,Neutro
2022-08-01 02:33:31+00:00,1553931906407964672,Ciro,    vcs são tão inteligentes.. ele pode tirar votos de bolsonaro.. tomara que se candidate!,Neutro
2022-08-01 02:32:39+00:00,1553931685179301888,Ciro," gente, eu só me pergunto o que falta para  ser presidente? falta o que? pq já perdemos a oportunidade em 2018. precisamos de presidente novo, competente, experiente, com projeto, ficha limpa, inteligente. é ciro, merecemos o melhor. não dá pra repetir bolso nem lula.",Neutro
2022-08-01 02:32:32+00:00,1553931658402881537,Ciro,  obra-prima,Neutro
2022-08-01 02:32:19+00:00,1553931601318486016,Ciro,   não sabe a diferença de um boneco,Neutro
2022-08-01 02:32:16+00:00,1553931589456957440,Ciro,finalmente a toalha do coroné ciro foi lançada no mercado.tá na promoção e ainda concorre a uma viagem para paris após o primeiro turno das eleições.   ,Negativo
2022-08-01 02:32:11+00:00,1553931568166600705,Ciro,  pqp,Neutro
2022-08-01 02:32:00+00:00,1553931521765122048,Ciro,  ,Neutro
2022-08-01 02:31:55+00:00,1553931503477919746,Ciro, ciro: gomes: “brizola é o supra-sumo do atraso”.,Neutro
2022-08-01 02:30:56+00:00,1553931256655761408,Ciro,    toda essa humilhação vai virar chopp dia 02/10. é ciro.,Neutro
2022-08-01 02:30:43+00:00,1553931202096205824,Ciro, e aí  teu partido tá tal perdido quanto sua candidatura. enaltecer o aécio é assinar a morte de tua candidatura.,Neutro
2022-08-01 02:30:24+00:00,1553931121532051456,Ciro,    ele está ... simone não pra ser a cabeça da chapa .,Neutro
2022-08-01 02:30:19+00:00,1553931101571350529,Ciro,    os humilhados serão exaltados.,Neutro
2022-08-01 02:30:07+00:00,1553931051575164928,Ciro,parabéns ciro gomes enterrou o pdt ,Neutro
2022-08-01 02:29:29+00:00,1553930890211999744,Ciro,  mas que merda hein,Neutro
2022-08-01 02:29:24+00:00,1553930868032405504,Ciro,  meu deus isso ta uma merda kakakakakkaka,Neutro
2022-08-01 02:29:14+00:00,1553930825569341440,Ciro, como o  se sujeitou a isso gente?!,Neutro
2022-08-01 02:28:47+00:00,1553930715875741697,Ciro,  esse cartunista é uma desgraça!!! nunca um voto meu foi tão sofrido no 1o turno...,Negativo
2022-08-01 02:28:28+00:00,1553930633163972610,Ciro,  que lindo🤮🤢,Neutro
2022-08-01 02:28:26+00:00,1553930625169735680,Ciro,   já tá avisando q vai sumir igual o mestre dos magos....kkk deve ir para paris dar uma sumida por la,Neutro
2022-08-01 02:28:18+00:00,1553930594207338497,Ciro,  muito bonita e inspiradora essa canção,Neutro
2022-08-01 02:28:13+00:00,1553930572921176068,Ciro,"    cirista virou uma seita, com 8% aceita que doi menos. ",Neutro
2022-08-01 02:27:54+00:00,1553930493586018305,Ciro,"    kkkkk, ele levantou a moral dela e vc a colocou em 4 empatada com outros com 4x menos votos q o ciro. faz isso ñ, mulher.",Neutro
2022-08-01 02:27:33+00:00,1553930404209500161,Ciro,   já tá dizendo q vai sumir...deve ir para paris kkk,Neutro
2022-08-01 02:27:14+00:00,1553930321997008896,Ciro,    8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) 8% (oito por cento) ,Neutro
2022-08-01 02:26:43+00:00,1553930191889698816,Ciro,  tchau ciro boas férias,Neutro
2022-08-01 02:26:38+00:00,1553930173279571968,Ciro,  joão santana é um infiltrado. certeza.,Neutro
2022-08-01 02:26:25+00:00,1553930118984306689,Ciro,  acho que vai ser a alcione. nossa querida marom!,Neutro
2022-08-01 02:26:21+00:00,1553930100676124676,Ciro, se isso fosse verdade vc não estaria querendo aliança com o lula.quem tem coerência e projetos é  essas e outras eu   ,Neutro
2022-08-01 02:25:45+00:00,1553929951916818432,Ciro,"   tadinha da gi! realmente, é muito difícil diferenciar um bebê de um boneco.",Neutro
2022-08-01 02:25:33+00:00,1553929900616294400,Ciro,  nunca um post me traduziu tão bem. obrigado  meu professor de brasil.,Neutro
2022-08-01 02:25:13+00:00,1553929815312551936,Ciro,  é só mais um fanfarrão que em sua cidade natal fez nas escolas com que algumas crianças fizessem provas de outras pra dizer que sua terrinha era a melhor do país me poupe vc pensa que o povo é idiota aqui no sul vc não se criava coroné,Negativo
2022-08-01 02:25:00+00:00,1553929762787233793,Ciro,"   poderia.ele marina e heloisa seria td de bom, infelizmente não passou de um desejo meu. enfim...",Neutro
2022-08-01 02:24:51+00:00,1553929725235630080,Ciro,  o mesário não cansa de passar vergonha,Neutro
2022-08-01 02:24:25+00:00,1553929613046333440,Ciro,coitado do ciro não entra nem no censo da toalha,Negativo
2022-08-01 02:24:20+00:00,1553929593559650313,Ciro,  homem primata...capitalismo selvagem  !,Neutro
2022-08-01 02:24:10+00:00,1553929550219952129,Ciro," eu não estou decepcionada com ciro gomes, muito pelo contrário! é o mais preparado, coerente e ficha limpa. o problema é que muitas pessoas tratam eleições como corrida de cavalos e só querem votar em quem está em primeiro.",Neutro
2022-08-01 02:23:57+00:00,1553929497279340545,Ciro," poderia não... eu irei votar no ciro gomes 1️⃣2️⃣,  no 1° e no 2° turno!!",Negativo
2022-08-01 02:23:48+00:00,1553929460121993219,Ciro,teoria: ciro gomes perdeu uma aposta e agora tá tendo que passar vergonha pra pagar ela,Neutro
2022-08-01 02:23:47+00:00,1553929454245797888,Ciro,"  o ciricutico também, mas em paris, pois 8% já deu. ",Neutro
2022-08-01 02:23:25+00:00,1553929361732116480,Ciro," eu sei que o eduardo paes (psd) apoia lula. agora a minha dúvida é se o psd no rio apoia o lula ou vai apoiar o ciro gomes (já que tem um candidato a vice-governador compondo a chapa de um candidato do pdt, que é partido do ciro)",Negativo
2022-08-01 02:23:10+00:00,1553929298469277696,Ciro,"     quem será o maior mentiroso do brasil, que não seja o loola?",Neutro
2022-08-01 02:23:09+00:00,1553929297051754496,Ciro,"  interessante é que o mestre dos magos sempre some quando a galera mais precisa dele, né? agora já sei, ele vai pra paris... 😆",Neutro
2022-08-01 02:23:05+00:00,1553929277686648834,Ciro,   depois não sabe pq a marina silva te deu um perdido,Neutro
2022-08-01 02:22:46+00:00,1553929199466979328,Ciro,"se a  for a vice de  prevejo muitos bolsonaristas ""no sigilo"" enfartando no união brasil.vai ser divertido, viu?😅😅😅💣💣🥳🥳",Negativo
2022-08-01 02:22:43+00:00,1553929185483169792,Ciro, ciricutico em 2022 ,Neutro
